start,end,sequence,rank,hardness
rears,swats,rears dears sears seats swats,-0.006412863972186006,3
coxed,cores,coxed boxed bored bores cores,-0.006412863972186006,2
squib,squaw,squib squid squad squat squaw,-0.006412863972186006,2
navel,haven,navel gavel ravel raven haven,-0.006412863972186006,2
roids,shots,roids roods roots soots shots,-0.006412863972186006,4
misty,fussy,misty musty rusty fusty fussy,-0.006412863972186006,3
clips,shops,clips chips whips whops shops,-0.006412863972186006,3
slabs,slips,slabs slats slags slaps slips,-0.006412863972186006,2
tenth,dings,tenth tents tints tings dings,-0.006412863972186006,4
trike,truce,trike trite tribe trice truce,-0.006412863972186006,2
fever,dimer,fever fiver diver dicer dimer,-0.006412863972186006,3
bites,tides,bites cites rites rides tides,-0.0064128639721860075,2
fella,bulls,fella yella yells bells bulls,-0.0064128639721860075,3
drift,grunt,drift grift graft grant grunt,-0.0064128639721860075,3
famed,laden,famed lamed laced laded laden,-0.0064128639721860075,3
voile,fools,voile toile toils tools fools,-0.0064128639721860075,3
fines,sinks,fines lines sines sinus sinks,-0.006425032594524119,2
goons,rooms,goons boons boors booms rooms,-0.006425032594524119,2
nouns,rooms,nouns noons boons booms rooms,-0.006425032594524119,3
swipe,twice,swipe swine gwine twine twice,-0.006425032594524119,2
durst,beret,durst wurst burst buret beret,-0.00642503259452412,3
loved,ropes,loved loped lopes mopes ropes,-0.00642503259452412,3
swore,sward,swore sware aware award sward,-0.00642503259452412,2
wurst,beret,wurst durst burst buret beret,-0.00642503259452412,3
weeks,peats,weeks reeks peeks peaks peats,-0.00642503259452412,3
patch,hitch,patch latch batch hatch hitch,-0.006543242068665797,2
hinge,sedge,hinge henge hedge wedge sedge,-0.006543242068665797,3
vices,hires,vices vines sines sires hires,-0.006543242068665797,2
laths,locks,laths latus lotus locus locks,-0.006543242068665797,3
dater,races,dater dates hates rates races,-0.006543242068665797,3
fruit,blurt,fruit bruit brunt blunt blurt,-0.006543242068665797,3
sully,bulks,sully sulky sulks hulks bulks,-0.006543242068665797,3
tests,tends,tests texts teats tents tends,-0.006543242068665797,2
stool,spook,stool spool spoon spoor spook,-0.006543242068665797,2
cares,jakes,cares caves saves sakes jakes,-0.006543242068665797,2
bleed,gland,bleed blend bland eland gland,-0.006543242068665797,3
cents,beets,cents dents bents beats beets,-0.006543242068665797,2
afire,acorn,afire afore adore adorn acorn,-0.006543242068665797,3
bathe,raths,bathe baths oaths laths raths,-0.006543242068665797,2
prima,grime,prima primo primp prime grime,-0.006543242068665797,2
tabus,waled,tabus talus tales wales waled,-0.006543242068665797,4
silty,sinks,silty silly sills silks sinks,-0.006543242068665797,3
bodes,bares,bodes bores bored bared bares,-0.006543242068665797,2
slice,shank,slice slick slack shack shank,-0.006543242068665798,4
jeers,weeds,jeers jeeps deeps deeds weeds,-0.006543242068665798,2
mulls,balls,mulls nulls gulls galls balls,-0.006543242068665798,2
clunk,drunk,clunk chunk thunk trunk drunk,-0.00655541069100391,2
fatal,pedal,fatal fetal metal petal pedal,-0.0065554106910039114,3
feats,lists,feats fiats fists gists lists,-0.006673620165145588,3
slung,spays,slung slang spang spans spays,-0.006673620165145588,4
weeps,weeny,weeps weeds weedy weepy weeny,-0.006673620165145588,2
blued,freed,blued bleed breed treed freed,-0.006673620165145588,3
drugs,draws,drugs dregs drags drabs draws,-0.006673620165145588,2
rakes,dunes,rakes cakes cukes dukes dunes,-0.006673620165145588,3
oasis,basal,oasis basis basin basil basal,-0.006673620165145588,3
honky,folly,honky honey holey holly folly,-0.006673620165145588,3
sizes,hides,sizes sires vires hires hides,-0.006673620165145588,2
plumb,chimp,plumb plump clump chump chimp,-0.006673620165145588,4
rusks,fucks,rusks tusks busks bucks fucks,-0.006673620165145588,2
quell,quart,quell quill quilt quirt quart,-0.006673620165145588,3
panga,fangs,panga pangs bangs gangs fangs,-0.00667362016514559,2
zooks,docks,zooks zonks monks mocks docks,-0.00667362016514559,2
cruse,wrest,cruse crust crest prest wrest,-0.00667362016514559,3
basic,basks,basic basin basil basis basks,-0.00667362016514559,2
glens,flies,glens glees glues flues flies,-0.00667362016514559,3
wired,filed,wired wiled oiled ailed filed,-0.00667362016514559,2
basil,oases,basil basin basis oasis oases,-0.00667362016514559,3
faddy,badly,faddy caddy paddy baddy badly,-0.00667362016514559,2
purge,verse,purge surge serge verge verse,-0.00667362016514559,3
dells,halls,dells yells wells hells halls,-0.00667362016514559,2
goofy,moors,goofy goody goods moods moors,-0.00667362016514559,3
posit,joker,posit poset poser poker joker,-0.00667362016514559,4
merse,nerve,merse terse verse verve nerve,-0.00667362016514559,2
honer,mower,honer hover rover mover mower,-0.00667362016514559,2
forma,fired,forma firma firms fires fired,-0.00667362016514559,3
biped,tides,biped bided aided aides tides,-0.00667362016514559,3
hames,modes,hames hales holes moles modes,-0.00667362016514559,3
cults,hulls,cults culls pulls gulls hulls,-0.00667362016514559,2
cuppy,happy,cuppy puppy pappy nappy happy,-0.006685788787483703,2
roves,wowed,roves loves loved lowed wowed,-0.006685788787483703,3
mikes,bakes,mikes makes fakes jakes bakes,-0.006697957409821817,2
hullo,duals,hullo hulls dulls duels duals,-0.00680399826162538,3
hides,bates,hides rides rites bites bates,-0.00680399826162538,3
texas,busts,texas texts tests bests busts,-0.00680399826162538,4
modes,bides,modes codes lodes bodes bides,-0.00680399826162538,2
noted,coves,noted voted votes cotes coves,-0.00680399826162538,3
hasty,pasts,hasty nasty tasty pasty pasts,-0.00680399826162538,2
scale,scars,scale scalp scaly scary scars,-0.00680399826162538,2
gilds,dulls,gilds gills galls gulls dulls,-0.00680399826162538,3
mayor,diner,mayor manor minor miner diner,-0.00680399826162538,4
cling,flack,cling clang clank clack flack,-0.00680399826162538,4
virus,lites,virus vires sires sites lites,-0.00680399826162538,3
curly,carne,curly curvy curve carve carne,-0.00680399826162538,3
clubs,flees,clubs clues slues flues flees,-0.00680399826162538,3
poser,piker,poser posed poked poker piker,-0.00680399826162538,2
miter,mayor,miter miner minor manor mayor,-0.00680399826162538,3
blend,gluer,blend bleed blued bluer gluer,-0.00680399826162538,4
twigs,thews,twigs twins thins thens thews,-0.00680399826162538,3
saves,maced,saves paves paces maces maced,-0.00680399826162538,3
belts,texts,belts beats heats teats texts,-0.006803998261625381,2
swoop,scoot,swoop snoop snoot shoot scoot,-0.006803998261625381,2
frees,clubs,frees flees flues clues clubs,-0.006803998261625381,4
stirs,spins,stirs sties spies spivs spins,-0.006803998261625381,2
vents,bandy,vents bents bends bands bandy,-0.006803998261625381,4
gazer,dazed,gazer mazer mazed razed dazed,-0.006803998261625381,2
liven,hides,liven liken likes hikes hides,-0.006803998261625381,3
lutes,piles,lutes lites likes pikes piles,-0.006803998261625381,3
felts,wills,felts fells falls fills wills,-0.006803998261625381,3
waned,gaped,waned maned mated gated gaped,-0.006803998261625381,2
cored,hones,cored coned coney honey hones,-0.006803998261625381,3
sling,spays,sling slang spang spans spays,-0.006803998261625381,4
gripe,glaze,gripe grope grape graze glaze,-0.006803998261625381,3
pales,kikes,pales piles pikes likes kikes,-0.006803998261625381,3
leash,belch,leash leach leech beech belch,-0.006803998261625381,3
prest,chews,prest crest chest chess chews,-0.0068161668839634955,4
early,darns,early earls earns tarns darns,-0.0068161668839634955,3
villi,vials,villi villa viola viols vials,-0.006934376358105171,2
stamp,scars,stamp scamp scalp scarp scars,-0.006934376358105171,3
views,liers,views viers piers tiers liers,-0.006934376358105171,2
brunt,blurs,brunt blunt blurt blurb blurs,-0.006934376358105171,3
lists,sissy,lists mists misty missy sissy,-0.006934376358105171,3
plumy,flume,plumy plump plumb plume flume,-0.006934376358105171,2
tusks,packs,tusks tucks pucks pocks packs,-0.006934376358105171,3
safes,fades,safes sates fates faxes fades,-0.006934376358105171,2
packs,bocks,packs lacks sacks socks bocks,-0.006934376358105171,2
stoup,scoot,stoup stoop sloop scoop scoot,-0.006934376358105171,3
slake,brats,slake slate slats blats brats,-0.006934376358105171,4
fools,pulls,fools wools pools polls pulls,-0.006934376358105171,3
plows,floes,plows glows flows floss floes,-0.006934376358105171,2
dregs,grabs,dregs drugs drags drabs grabs,-0.006934376358105171,3
sited,sizes,sited cited cites sites sizes,-0.006934376358105172,2
sally,males,sally salty salts malts males,-0.006934376358105172,3
aunts,cents,aunts runts hunts cunts cents,-0.006934376358105172,2
sicko,monks,sicko socko socks mocks monks,-0.006934376358105172,4
rains,sling,rains ruins ruing suing sling,-0.006934376358105172,3
diddy,muddy,diddy daddy duddy ruddy muddy,-0.006934376358105172,2
baths,mules,baths bates bales males mules,-0.006934376358105172,4
sways,slang,sways spays spans spang slang,-0.006934376358105172,3
pansy,balmy,pansy palsy pally palmy balmy,-0.006934376358105172,3
plush,swash,plush slush slosh slash swash,-0.006934376358105172,3
grade,prate,grade grate crate irate prate,-0.006934376358105172,2
tweed,fries,tweed treed freed fried fries,-0.006934376358105172,4
staph,slash,staph stash swash smash slash,-0.006934376358105172,2
sires,mixes,sires hires wires mires mixes,-0.006934376358105172,2
humus,bumps,humus humps mumps lumps bumps,-0.006934376358105172,2
loggy,baggy,loggy soggy boggy biggy baggy,-0.006934376358105172,2
ruddy,daddy,ruddy muddy middy diddy daddy,-0.006934376358105172,2
blurs,brunt,blurs blurb blurt blunt brunt,-0.006934376358105172,3
shyly,slime,shyly slyly slily slimy slime,-0.006934376358105172,4
drubs,brags,drubs drugs drags crags brags,-0.006934376358105172,3
filmy,fixes,filmy films firms fires fixes,-0.006934376358105172,3
waked,paned,waked waxed waged waned paned,-0.006934376358105172,2
rails,earls,rails mails mauls marls earls,-0.006934376358105172,2
beach,tench,beach peach leach teach tench,-0.006946544980443285,2
wench,beach,wench tench teach peach beach,-0.006946544980443285,2
narcs,lamps,narcs nares names lames lamps,-0.006946544980443286,3
surly,curry,surly burly curly curdy curry,-0.007064754454584964,2
vaned,mares,vaned waned maned manes mares,-0.007064754454584964,3
poops,groks,poops props prows grows groks,-0.007064754454584964,3
spins,spied,spins spies sties stied spied,-0.007064754454584964,2
prigs,brats,prigs brigs brags braes brats,-0.007064754454584964,3
caged,caves,caged caped capes cages caves,-0.007064754454584964,2
yawed,paves,yawed hawed pawed paved paves,-0.007064754454584964,3
pants,corps,pants cants carts carps corps,-0.007064754454584964,4
watts,pails,watts waits wails vails pails,-0.007064754454584964,3
ovate,craze,ovate orate prate crate craze,-0.007064754454584964,3
harts,capes,harts carts cants canes capes,-0.007064754454584964,3
marts,carne,marts carts carte carve carne,-0.007064754454584964,3
wails,whets,wails waits writs whits whets,-0.007064754454584964,3
curdy,surly,curdy curry curly burly surly,-0.007064754454584964,2
shill,spins,shill spill spiel spies spins,-0.007064754454584964,3
bulge,surly,bulge bulgy bully sully surly,-0.007064754454584964,4
opens,amend,opens ovens omens amens amend,-0.007064754454584964,3
cured,lurer,cured cures curer surer lurer,-0.007064754454584964,2
gloms,prods,gloms glows grows prows prods,-0.007064754454584964,3
smirk,whirl,smirk shirk shirr whirr whirl,-0.007064754454584964,3
bogey,soggy,bogey boggy foggy loggy soggy,-0.007064754454584964,2
bahts,wails,bahts baits waits waifs wails,-0.007064754454584964,3
raven,dives,raven riven rivet rives dives,-0.007064754454584964,3
cased,caper,cased caged cager caner caper,-0.007064754454584964,2
leapt,dears,leapt leant leans deans dears,-0.007064754454584964,3
maims,ruins,maims mains gains rains ruins,-0.007064754454584964,3
dials,fills,dials dills wills pills fills,-0.007064754454584964,2
lithe,bates,lithe lathe bathe baths bates,-0.007064754454584964,4
burly,curds,burly curly curvy curdy curds,-0.007064754454584964,3
spacy,spans,spacy spicy spiny spins spans,-0.007064754454584964,2
furry,surly,furry curry curly burly surly,-0.007064754454584964,2
crept,crimp,crept crepe creme crime crimp,-0.007076923076923075,3
crypt,crime,crypt crept crepe creme crime,-0.007076923076923076,3
whews,chest,whews chews chefs chess chest,-0.007076923076923076,3
doers,forms,doers doors dooms dorms forms,-0.007076923076923078,3
scows,blocs,scows shows slows blows blocs,-0.007076923076923078,3
rites,fixes,rites lites lives fives fixes,-0.007076923076923078,2
laude,wants,laude lauds lands wands wants,-0.007076923076923078,4
forky,forts,forky foray forty forte forts,-0.007076923076923078,2
foray,farts,foray forky forty forts farts,-0.007076923076923078,3
lures,larks,lures lurks murks marks larks,-0.007076923076923078,2
quark,quirt,quark quack quick quirk quirt,-0.007089091699261191,2
honed,coves,honed coned coney covey coves,-0.0071951325510647545,3
lifts,softs,lifts rifts gifts sifts softs,-0.0071951325510647545,2
flaky,flume,flaky fluky fluke flute flume,-0.0071951325510647545,3
fogey,baggy,fogey foggy doggy boggy baggy,-0.0071951325510647545,3
jacks,corks,jacks jocks cocks cooks corks,-0.0071951325510647545,3
blues,spurn,blues blurs slurs spurs spurn,-0.0071951325510647545,4
fades,forte,fades fares farts forts forte,-0.0071951325510647545,4
dills,wells,dills tills fills wills wells,-0.0071951325510647545,2
girts,lofts,girts gifts rifts lifts lofts,-0.0071951325510647545,3
joins,foams,joins loins loans loams foams,-0.0071951325510647545,3
tacks,tangs,tacks talks tasks tanks tangs,-0.0071951325510647545,2
comic,sonic,comic colic conic tonic sonic,-0.0071951325510647545,2
daddy,muddy,daddy diddy giddy middy muddy,-0.0071951325510647545,2
pores,coney,pores poses pones cones coney,-0.0071951325510647545,3
janes,laves,janes manes canes caves laves,-0.0071951325510647545,2
hulks,bunks,hulks husks musks busks bunks,-0.0071951325510647545,2
wreak,crook,wreak freak creak croak crook,-0.0071951325510647545,3
gaudy,gouge,gaudy gauzy gauze gauge gouge,-0.0071951325510647545,3
hexes,eaves,hexes sexes saxes saves eaves,-0.0071951325510647545,3
xored,lobes,xored gored gores lores lobes,-0.0071951325510647545,3
raced,loved,raced raped roped loped loved,-0.007207301173402868,3
scoff,staff,scoff scuff sluff stuff staff,-0.007207301173402868,2
giver,fiber,giver gives gibes giber fiber,-0.0072073011734028695,2
boors,booby,boors books booms boomy booby,-0.0072073011734028695,2
boons,loops,boons books cooks coops loops,-0.0072073011734028695,2
stets,tears,stets stats seats sears tears,-0.0072073011734028695,4
